Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region
8/13/2017,1.35,214146.34,55347.03,81849.06,1853.27,75096.98,67332.72,4184.26,3580,conventional,2017,RichmondNorfolk
8/13/2017,1.79,11129,541.48,3363.51,112.95,7111.06,7044.98,66.08,0,organic,2017,RichmondNorfolk
8/20/2017,1.33,224102.83,51667.62,76235.53,1638.15,94561.53,84245.95,5869.87,4445.71,conventional,2017,RichmondNorfolk
8/20/2017,1.93,12811.35,573.89,3458.89,59.59,8718.98,7254.65,1464.33,0,organic,2017,RichmondNorfolk
8/27/2017,1.38,215394.7,47758.49,75623.15,1559.71,90453.35,86399.49,3209.24,844.62,conventional,2017,RichmondNorfolk
8/27/2017,1.96,11862.16,517,3473.29,114.73,7757.14,6903.89,853.25,0,organic,2017,RichmondNorfolk
9/3/2017,1.44,208006.98,47932.32,81520.05,1786.45,76768.16,73080.19,2370.44,1317.53,conventional,2017,RichmondNorfolk
9/3/2017,2.05,12472.67,654.67,3231.63,56.08,8530.29,6523.37,2006.92,0,organic,2017,RichmondNorfolk
9/10/2017,1.47,192455.24,46253.54,64865.08,1324.07,80012.55,74003.77,2082.52,3926.26,conventional,2017,RichmondNorfolk
9/10/2017,2,13661.82,526.93,3525.9,42.94,9566.05,7880.01,1686.04,0,organic,2017,RichmondNorfolk
9/17/2017,1.44,200632.61,44304.44,81995.44,1367.96,72964.77,70410.57,2293.63,260.57,conventional,2017,RichmondNorfolk
9/17/2017,1.59,14824.51,336.19,2732.34,44.13,11711.85,10680.64,1031.21,0,organic,2017,RichmondNorfolk
9/24/2017,1.47,206719.88,42524.16,84541.19,1112.71,78541.82,75856.02,2562.92,122.88,conventional,2017,RichmondNorfolk
9/24/2017,1.76,14075.51,257.62,2561.93,53.35,11202.61,9417.16,1785.45,0,organic,2017,RichmondNorfolk
10/1/2017,1.54,205642.56,39836.95,90617.44,1295.35,73892.82,68462.46,5430.36,0,conventional,2017,RichmondNorfolk
10/1/2017,1.6,14274.34,250.53,2545.53,18.17,11460.11,10711.65,748.46,0,organic,2017,RichmondNorfolk
10/8/2017,1.62,159117.57,43388.05,49967.91,1517.57,64244.04,60012.28,4231.76,0,conventional,2017,RichmondNorfolk
10/8/2017,1.56,16660.78,416.49,2475.61,67.47,13701.21,13577.23,123.98,0,organic,2017,RichmondNorfolk
10/15/2017,1.46,211342.84,43036.52,92849.88,1580.75,73875.69,67819.41,6056.28,0,conventional,2017,RichmondNorfolk
10/15/2017,1.6,15559.82,323.77,2409.46,66.32,12760.27,11870.29,889.98,0,organic,2017,RichmondNorfolk
10/22/2017,1.39,206044.77,44086.63,86692.04,1441.14,73824.96,70959.97,2854.93,10.06,conventional,2017,RichmondNorfolk
10/22/2017,1.62,12275.26,370.45,2692.51,53.05,9159.25,8792.65,366.6,0,organic,2017,RichmondNorfolk
10/29/2017,1.33,217679.03,53015.01,82269.66,1275.09,81119.27,78089.52,3026.42,3.33,conventional,2017,RichmondNorfolk
10/29/2017,1.67,10158.08,327.71,2184.05,36.01,7610.31,7023.4,586.91,0,organic,2017,RichmondNorfolk
11/5/2017,1.15,250600.37,82955.94,75403.92,1474.13,90766.38,87156.99,3547.7,61.69,conventional,2017,RichmondNorfolk
11/5/2017,1.64,10865.72,1262.85,2499.88,52.94,7050.05,6880.75,169.3,0,organic,2017,RichmondNorfolk
11/12/2017,1.26,200521,58938,69122,982,71479,69009,2411,59,conventional,2017,RichmondNorfolk
11/12/2017,1.57,11495.44,632.19,2374.29,63.61,8425.35,8314.51,110.84,0,organic,2017,RichmondNorfolk
11/19/2017,1.23,187293,48360,70014,1097,67821,64562,3227,32,conventional,2017,RichmondNorfolk
11/19/2017,1.62,9572.38,469.82,2619.23,36.54,6446.79,6399.28,47.51,0,organic,2017,RichmondNorfolk
11/26/2017,1.24,163351,43700,63665,1021,54964,51601,3363,0,conventional,2017,RichmondNorfolk
11/26/2017,1.58,10285.18,441.93,2360.47,39.34,7443.44,7353.1,90.34,0,organic,2017,RichmondNorfolk
12/3/2017,1.02,261784,78900,105291,1306,76288,71392,4865,30,conventional,2017,RichmondNorfolk
12/3/2017,1.5,11304.93,591.86,3015.71,62.15,7635.21,7481.2,154.01,0,organic,2017,RichmondNorfolk
12/10/2017,1.04,253167.21,66481.28,75996.96,1058.89,109630.08,103972.45,5623.61,34.02,conventional,2017,RichmondNorfolk
12/10/2017,1.4,12385.8,365.36,2618.38,68.67,9333.39,9023.05,310.34,0,organic,2017,RichmondNorfolk
12/17/2017,1.13,199747.25,48414.09,67932.4,999.61,82401.15,77442.99,4954.83,3.33,conventional,2017,RichmondNorfolk
12/17/2017,1.43,12837.29,531.72,2596.59,60.05,9648.93,9084.68,564.25,0,organic,2017,RichmondNorfolk
12/24/2017,1.19,206250.4,49403.62,70977.27,1201.14,84668.37,75698.7,8969.67,0,conventional,2017,RichmondNorfolk
12/24/2017,1.41,12966.31,527.99,2640.21,65.74,9732.37,9557.06,175.31,0,organic,2017,RichmondNorfolk
12/31/2017,0.83,315463.87,101602.77,102532.75,1995.65,109332.7,97601.86,11720.6,10.24,conventional,2017,RichmondNorfolk
12/31/2017,1.39,13838.29,496.98,2962.71,94.76,10283.84,9802.71,481.13,0,organic,2017,RichmondNorfolk
1/8/2018,1.092971617,259635.77,80943.55,82113.06,1399.71,56222.11,0,0,0,Conventional,2018,RichmondNorfolk
1/8/2018,1.589540052,16534.13,468.57,2818.94,93.27,11222.43,0,0,0,Organic,2018,RichmondNorfolk
1/14/2018,1.263930783,264662.87,64684.84,109204.5,1549.48,55073.23,0,0,0,Conventional,2018,RichmondNorfolk
1/14/2018,1.601346643,14147.51,295.9,2892.71,65.49,8908.52,0,0,0,Organic,2018,RichmondNorfolk
1/21/2018,1.194319419,280228.81,61507.6,98465.89,1510.07,84508.78,0,0,0,Conventional,2018,RichmondNorfolk
1/21/2018,1.796865667,10876.98,434.03,3169.21,75.48,4719.47,0,0,0,Organic,2018,RichmondNorfolk
1/28/2018,1.247009652,244166.04,53985.47,90900.48,1483.4,69820.36,0,0,0,Conventional,2018,RichmondNorfolk
1/28/2018,1.645317641,14268.68,349.86,3258.72,77.75,7821.11,0,0,0,Organic,2018,RichmondNorfolk
2/4/2018,0.899103734,414002.74,104221.18,111733.31,1868.36,126240.2,0,0,0,Conventional,2018,RichmondNorfolk
2/4/2018,1.633500972,14868.57,292,2695.6,42.19,9573.26,0,0,0,Organic,2018,RichmondNorfolk
2/11/2018,1.058888595,259507.68,61649.7,83855.9,1378.15,63425.99,0,0,0,Conventional,2018,RichmondNorfolk
2/11/2018,1.541022022,16752.28,302.01,2395.08,36.49,11855.19,0,0,0,Organic,2018,RichmondNorfolk
2/18/2018,1.228434894,207967.91,43888.8,66899.09,1387.14,62436.52,0,0,0,Conventional,2018,RichmondNorfolk
2/18/2018,1.684668194,14186.65,384.66,2806.61,49.8,8218.58,0,0,0,Organic,2018,RichmondNorfolk
2/25/2018,1.192613403,237363.48,63277.34,72518.61,1584.55,65153.06,0,0,0,Conventional,2018,RichmondNorfolk
2/25/2018,1.599767296,15900.74,398.11,2711.76,48.72,9877.7,0,0,0,Organic,2018,RichmondNorfolk
3/4/2018,1.19466725,255179.33,57939.85,71912.76,1487.33,78374.81,0,0,0,Conventional,2018,RichmondNorfolk
3/4/2018,1.693119725,12686.61,325.8,2980.69,97.44,6737.1,0,0,0,Organic,2018,RichmondNorfolk
3/11/2018,1.049783524,300496.2,80613.65,80907.37,1473.45,69718.71,0,0,0,Conventional,2018,RichmondNorfolk
3/11/2018,1.572387616,14582,297.91,3003.96,65.21,8397.71,0,0,0,Organic,2018,RichmondNorfolk
3/18/2018,1.045640216,305160.83,70741.14,82590.15,1274.78,97654.04,0,0,0,Conventional,2018,RichmondNorfolk
3/18/2018,1.519113284,14309.53,375.64,2717.96,70.77,8142.27,0,0,0,Organic,2018,RichmondNorfolk
3/25/2018,1.166809526,273681.13,66329.32,74778.32,1618.35,89177.97,0,0,0,Conventional,2018,RichmondNorfolk
3/25/2018,1.618668174,14967.52,241.53,2840.89,66.35,8359.18,0,0,0,Organic,2018,RichmondNorfolk
4/1/2018,1.20317091,251630.1,45897.31,84853.92,1625.77,77802.61,0,0,0,Conventional,2018,RichmondNorfolk
4/1/2018,1.62632973,15936.85,132.17,2739.36,60.87,9756.26,0,0,0,Organic,2018,RichmondNorfolk
4/8/2018,1.036337879,280739.66,65026.34,78794.51,2196.33,60260.74,0,0,0,Conventional,2018,RichmondNorfolk
4/8/2018,1.443318085,22762.96,191.4,3041.6,72.02,15247.88,0,0,0,Organic,2018,RichmondNorfolk
4/15/2018,1.066298592,299499.03,72945.23,93490.88,2463.96,61543.78,0,0,0,Conventional,2018,RichmondNorfolk
4/15/2018,1.420297166,23113.22,224.17,3152.24,70.91,15931,0,0,0,Organic,2018,RichmondNorfolk
4/22/2018,1.287658876,259118.12,61439.21,85271.67,2507.5,66720.79,0,0,0,Conventional,2018,RichmondNorfolk
4/22/2018,1.559515357,21604.77,238.56,2887.06,49.91,14516.47,0,0,0,Organic,2018,RichmondNorfolk
4/29/2018,1.255876569,261384.05,56516.38,92918.39,2399.66,64969.55,0,0,0,Conventional,2018,RichmondNorfolk
4/29/2018,1.560731595,20660.9,257.96,3141.71,72.36,13289.58,0,0,0,Organic,2018,RichmondNorfolk
5/6/2018,0.877660228,448566.07,95863.57,159235.99,2616.42,90799.4,0,0,0,Conventional,2018,RichmondNorfolk
5/6/2018,1.523545101,21693.6,113.17,2865.99,32.67,15035.29,0,0,0,Organic,2018,RichmondNorfolk
5/13/2018,1.032999606,299625.75,66079.67,93692.06,2098.03,71320.66,0,0,0,Conventional,2018,RichmondNorfolk
5/13/2018,1.559739054,20371.49,92.69,3270.24,49.52,13638.38,0,0,0,Organic,2018,RichmondNorfolk
5/20/2018,0.935936836,305082.03,71214.98,125726.5,2440.95,63517.66,0,0,0,Conventional,2018,RichmondNorfolk
5/20/2018,1.53244025,21418.89,76.83,3472.87,34.53,14071.06,0,0,0,Organic,2018,RichmondNorfolk
5/27/2018,1.17448448,277179.16,62774.98,92223.51,3010.02,73409.31,0,0,0,Conventional,2018,RichmondNorfolk
5/27/2018,1.559690569,22121.09,95.33,3209.37,28.74,13852.01,0,0,0,Organic,2018,RichmondNorfolk
6/3/2018,1.207906911,271414.27,62328.43,89492.72,2313.3,68193.7,0,0,0,Conventional,2018,RichmondNorfolk
6/3/2018,1.503406345,23639.65,66.54,3421.33,47.04,15579.46,0,0,0,Organic,2018,RichmondNorfolk
6/10/2018,1.161916327,285260.88,76245.12,98707.87,1823.81,63746.02,0,0,0,Conventional,2018,RichmondNorfolk
6/10/2018,1.489030959,20968.18,107.3,2942.17,56.25,14521.6,0,0,0,Organic,2018,RichmondNorfolk
6/17/2018,1.226386073,270559.15,65400.31,76741.91,1968.9,80460.12,0,0,0,Conventional,2018,RichmondNorfolk
6/17/2018,1.441593664,22865.38,32.67,3008.58,29.83,17064.11,0,0,0,Organic,2018,RichmondNorfolk
6/24/2018,1.21261052,254178.2,55690.25,70700.42,1830.86,79871.28,0,0,0,Conventional,2018,RichmondNorfolk
6/24/2018,1.413655978,23447.53,48.87,3171.05,44.54,17387.34,0,0,0,Organic,2018,RichmondNorfolk
7/1/2018,1.214770677,260802.73,58506.18,78147.64,2196.19,77573.56,0,0,0,Conventional,2018,RichmondNorfolk
7/1/2018,1.369652279,26840.09,45.64,3264.08,50.25,18849.95,0,0,0,Organic,2018,RichmondNorfolk
7/8/2018,1.120961055,284338.69,70434.64,75190.76,2333.7,84671.07,0,0,0,Conventional,2018,RichmondNorfolk
7/8/2018,1.513532395,20085.07,85.4,3530.95,47.69,8821.24,0,0,0,Organic,2018,RichmondNorfolk
7/15/2018,1.0612399,269741.67,69332.81,72714.18,2116,78292.58,0,0,0,Conventional,2018,RichmondNorfolk
7/15/2018,1.750024594,16796.29,57.28,3506,40.93,9086.02,0,0,0,Organic,2018,RichmondNorfolk
7/22/2018,1.193726643,234353.6,59708.28,59115.86,2259.29,66631.8,0,0,0,Conventional,2018,RichmondNorfolk
7/22/2018,1.752168679,15457.36,43.04,3097.81,29.56,7970.88,0,0,0,Organic,2018,RichmondNorfolk
7/29/2018,1.243418616,233791.68,58746.75,59612.62,1893.36,70419.07,0,0,0,Conventional,2018,RichmondNorfolk
7/29/2018,1.783438272,13105.19,22.86,3125.04,51.22,6169.97,0,0,0,Organic,2018,RichmondNorfolk
8/5/2018,1.20969993,249815.56,63724.33,67595.82,1924.26,71961.48,0,0,0,Conventional,2018,RichmondNorfolk
8/5/2018,1.790107152,12909.55,54.06,3247.24,36.42,5733.89,0,0,0,Organic,2018,RichmondNorfolk
8/12/2018,1.003593029,285886.16,77187.79,64678.32,2231.06,62620.07,0,0,0,Conventional,2018,RichmondNorfolk
8/12/2018,1.675304319,13887.18,79.66,3438.96,28.45,7140.41,0,0,0,Organic,2018,RichmondNorfolk
8/19/2018,1.070175541,278778.39,75247.15,66365.63,1926.49,67684.2,0,0,0,Conventional,2018,RichmondNorfolk
8/19/2018,1.703643466,12419.03,38.95,3474.04,51.21,5280.06,0,0,0,Organic,2018,RichmondNorfolk
8/26/2018,1.256500904,244929.35,63110.55,64361.91,1744.77,69736.39,0,0,0,Conventional,2018,RichmondNorfolk
8/26/2018,1.857544079,12087.28,37.52,3177.82,51.18,4787.11,0,0,0,Organic,2018,RichmondNorfolk
9/2/2018,1.290223492,253230.72,63102.78,67975.42,1937.85,73459.84,0,0,0,Conventional,2018,RichmondNorfolk
9/2/2018,1.850530478,13227.57,60.98,3159.6,44.38,5767.13,0,0,0,Organic,2018,RichmondNorfolk
9/9/2018,1.325614707,243944.38,58323.27,64704.98,1958.8,73289.69,0,0,0,Conventional,2018,RichmondNorfolk
9/9/2018,1.832257526,16128.8,34.06,3132.66,64.72,8165.97,0,0,0,Organic,2018,RichmondNorfolk
9/16/2018,1.276988267,240738.52,57191.24,63657.15,1802.13,71625.96,0,0,0,Conventional,2018,RichmondNorfolk
9/16/2018,1.857932577,12077,44.15,2970.47,31.7,4935.8,0,0,0,Organic,2018,RichmondNorfolk
9/23/2018,1.261747643,211933.91,51086.91,53282.33,2562.02,65130.87,0,0,0,Conventional,2018,RichmondNorfolk
9/23/2018,1.846330684,12959.39,19.26,2778.41,52.1,6242.79,0,0,0,Organic,2018,RichmondNorfolk
9/30/2018,1.224435159,213681.89,55558.9,53047.97,1935.46,64568.98,0,0,0,Conventional,2018,RichmondNorfolk
9/30/2018,1.826790478,14264.21,30.77,2591.15,13.59,7828.46,0,0,0,Organic,2018,RichmondNorfolk
10/7/2018,1.194462605,231598.73,61425.11,56753.06,2054.54,67275.58,0,0,0,Conventional,2018,RichmondNorfolk
10/7/2018,1.76533487,13424.4,22.66,2436.16,23.8,7560.17,0,0,0,Organic,2018,RichmondNorfolk
10/14/2018,1.161535407,219181.41,57711.1,54367.83,1830.11,64578.64,0,0,0,Conventional,2018,RichmondNorfolk
10/14/2018,1.574309187,17908.66,19.25,2394.95,30.57,11847.53,0,0,0,Organic,2018,RichmondNorfolk
10/21/2018,1.087025677,224234.92,77528.17,55225.74,1900.7,52861.1,0,0,0,Conventional,2018,RichmondNorfolk
10/21/2018,1.488064064,20066.45,30.81,2064,26,14328.49,0,0,0,Organic,2018,RichmondNorfolk
10/28/2018,1.075293053,213097.51,57551.73,51908.86,1515.14,62893.52,0,0,0,Conventional,2018,RichmondNorfolk
10/28/2018,1.410296788,20462.56,36.88,2135.15,18.09,14845.69,0,0,0,Organic,2018,RichmondNorfolk
11/4/2018,1.051082213,237702.84,70760.76,54354.45,1637.01,52614.91,0,0,0,Conventional,2018,RichmondNorfolk
11/4/2018,1.439754826,18484.27,42.76,2286.44,19.16,12066.25,0,0,0,Organic,2018,RichmondNorfolk
11/11/2018,1.022199562,241888.15,80199.76,59116.5,1492.39,54462.32,0,0,0,Conventional,2018,RichmondNorfolk
11/11/2018,1.568887991,16334.14,20.19,2502.58,11.31,10006.31,0,0,0,Organic,2018,RichmondNorfolk
11/18/2018,1.1350281,201282.82,56122.6,53729.8,1105.56,53149.38,0,0,0,Conventional,2018,RichmondNorfolk
11/18/2018,1.72260068,13494.31,26.21,2244.13,17.91,7324.89,0,0,0,Organic,2018,RichmondNorfolk
11/25/2018,1.158996836,173826.63,41356.72,53302.69,1187.22,44147.3,0,0,0,Conventional,2018,RichmondNorfolk
11/25/2018,1.819692099,9111.56,15.19,2123.59,19.03,3458.44,0,0,0,Organic,2018,RichmondNorfolk
12/2/2018,1.213488126,189694.54,50392.52,49412.72,1213.37,46855.03,0,0,0,Conventional,2018,RichmondNorfolk
12/2/2018,1.537339144,18568.32,61.15,2383.33,20.05,12514.15,0,0,0,Organic,2018,RichmondNorfolk
12/9/2018,0.996219015,265198.5,77963.57,51430.75,1387.61,57208.76,0,0,0,Conventional,2018,RichmondNorfolk
12/9/2018,1.445626883,19554.9,24.94,3194.63,27.34,11725.53,0,0,0,Organic,2018,RichmondNorfolk
12/16/2018,1.083423873,215994.93,62500.85,46831.56,1207.65,57916.77,0,0,0,Conventional,2018,RichmondNorfolk
12/16/2018,1.440683036,15155.84,26.1,2645.49,23.88,9164.67,0,0,0,Organic,2018,RichmondNorfolk
12/23/2018,1.186238898,189293,49620.5,48106.94,986.45,53942.13,0,0,0,Conventional,2018,RichmondNorfolk
12/23/2018,1.478216045,16931.51,13.64,2022.11,17.82,11957.88,0,0,0,Organic,2018,RichmondNorfolk
12/30/2018,0.917101389,268615.36,80249.08,52173.18,1337.6,73941.41,0,0,0,Conventional,2018,RichmondNorfolk
12/30/2018,1.360333764,17691.44,20.93,2279,3.57,12612.48,0,0,0,Organic,2018,RichmondNorfolk
1/7/2019,0.962367514,316456.89,102787.52,71155.67,1965.31,69905.66,0,0,0,Conventional,2019,RichmondNorfolk
1/7/2019,1.414201383,23018.68,42.35,3097.71,28.62,15176.05,0,0,0,Organic,2019,RichmondNorfolk
1/13/2019,0.939529091,343566.41,114481.62,64088.65,2472.1,71822.72,0,0,0,Conventional,2019,RichmondNorfolk
1/13/2019,1.446793526,23925.96,48.75,2561.57,27.93,17232.17,0,0,0,Organic,2019,RichmondNorfolk
1/20/2019,0.944557754,303874.16,78723.59,70985.92,1779.5,84670.19,0,0,0,Conventional,2019,RichmondNorfolk
1/20/2019,1.551007036,17797.2,36.4,2367.34,33.47,11987.6,0,0,0,Organic,2019,RichmondNorfolk
1/27/2019,1.069611833,278136.11,79802.64,71424.77,1987.46,68554.73,0,0,0,Conventional,2019,RichmondNorfolk
1/27/2019,1.569816567,16833.99,53.49,2271.1,27.9,10538.7,0,0,0,Organic,2019,RichmondNorfolk
2/3/2019,0.793773415,399654.58,132269.44,83877.7,2605.33,86170.83,0,0,0,Conventional,2019,RichmondNorfolk
2/3/2019,1.406393589,19521.37,36.32,2420.19,20.08,12234.71,0,0,0,Organic,2019,RichmondNorfolk
2/10/2019,0.900562779,296911.01,89631.42,74287.58,2082.4,56815.36,0,0,0,Conventional,2019,RichmondNorfolk
2/10/2019,1.332413913,20839.64,44.72,2540.9,24.9,14022.12,0,0,0,Organic,2019,RichmondNorfolk
2/17/2019,0.909670171,287807.7,87108.12,63591.81,2109.2,56297.86,0,0,0,Conventional,2019,RichmondNorfolk
2/17/2019,1.386556307,19920,50.34,2107.57,10.69,14358.39,0,0,0,Organic,2019,RichmondNorfolk
2/24/2019,0.966543974,282368.12,81550.04,67208.29,2188.74,59687.3,0,0,0,Conventional,2019,RichmondNorfolk
2/24/2019,1.438273122,18186.99,31.61,2178.65,17.86,12077.18,0,0,0,Organic,2019,RichmondNorfolk
3/3/2019,1.040437378,275222.19,83101.32,72396.3,2139.4,64162.72,0,0,0,Conventional,2019,RichmondNorfolk
3/3/2019,1.382787923,21144.07,25.35,2339.22,34.54,12855.49,0,0,0,Organic,2019,RichmondNorfolk
3/10/2019,0.941389152,305416.36,93749.22,74685.11,2249.38,59877.46,0,0,0,Conventional,2019,RichmondNorfolk
3/10/2019,1.284137722,24141.71,37.56,2219.21,25.7,17051.51,0,0,0,Organic,2019,RichmondNorfolk
3/17/2019,0.826441983,346509.16,110820.23,79262.22,1848.42,83479.29,0,0,0,Conventional,2019,RichmondNorfolk
3/17/2019,1.357773792,19341.31,27.43,2275.67,17.9,10738.12,0,0,0,Organic,2019,RichmondNorfolk
3/24/2019,1.060773799,279461.02,74985.5,73096.91,2018.11,77723.16,0,0,0,Conventional,2019,RichmondNorfolk
3/24/2019,1.490084394,17393.01,66.95,2542.62,20.14,7760.48,0,0,0,Organic,2019,RichmondNorfolk
3/31/2019,1.061922808,277096.87,76713.01,76610.19,2010.41,72149.46,0,0,0,Conventional,2019,RichmondNorfolk
3/31/2019,1.683756525,13803.88,19.8,2385.45,32.46,6891.41,0,0,0,Organic,2019,RichmondNorfolk
4/7/2019,0.852091035,354493.73,113125.4,86440.68,1916.74,80584.48,0,0,0,Conventional,2019,RichmondNorfolk
4/7/2019,1.554568097,15756.01,36.3,2389.77,13.04,7397.91,0,0,0,Organic,2019,RichmondNorfolk
4/14/2019,1.142951555,293601.12,79081.95,71980.77,1827.11,68160.59,0,0,0,Conventional,2019,RichmondNorfolk
4/14/2019,1.621070924,13171.68,49.98,2253.74,8.32,5873.91,0,0,0,Organic,2019,RichmondNorfolk
4/21/2019,1.406421299,250080.59,62758.15,60109.85,1892.63,73044.27,0,0,0,Conventional,2019,RichmondNorfolk
4/21/2019,1.756651928,14194.87,170.42,2238.95,14.22,7209.2,0,0,0,Organic,2019,RichmondNorfolk
4/28/2019,1.491028379,240392.52,65623.21,67024.09,1932.11,65877.39,0,0,0,Conventional,2019,RichmondNorfolk
4/28/2019,1.858169888,13775.03,80.08,2147.39,9.46,6777.01,0,0,0,Organic,2019,RichmondNorfolk
5/5/2019,1.232020975,343970.12,103245.11,85220.39,2316.43,79815.37,0,0,0,Conventional,2019,RichmondNorfolk
5/5/2019,1.855269314,12254.43,13.32,2084.97,5.02,6810.93,0,0,0,Organic,2019,RichmondNorfolk
5/12/2019,1.113775037,322384.47,89057.14,76535.72,1922.02,71770.26,0,0,0,Conventional,2019,RichmondNorfolk
5/12/2019,1.70043162,16492.55,36,1848.58,21.16,11348.43,0,0,0,Organic,2019,RichmondNorfolk
5/19/2019,1.118278194,304399.2,99896.94,68468.14,2180.29,78540.95,0,0,0,Conventional,2019,RichmondNorfolk
5/19/2019,1.930737876,12213.48,26.33,2248.25,3.93,6586.57,0,0,0,Organic,2019,RichmondNorfolk
5/26/2019,1.381983766,281380.3,73006.1,68885.63,2271.34,80420.73,0,0,0,Conventional,2019,RichmondNorfolk
5/26/2019,1.780068359,14689.97,26.5,2236.7,8.65,9115.12,0,0,0,Organic,2019,RichmondNorfolk
6/2/2019,1.128443209,320985.71,100473.12,58941.47,2337.95,77777,0,0,0,Conventional,2019,RichmondNorfolk
6/2/2019,1.664297915,14896.59,22.18,2365.43,32.16,9149.61,0,0,0,Organic,2019,RichmondNorfolk
6/9/2019,1.134757872,302491.16,105513.99,53005.57,1983.58,69813.08,0,0,0,Conventional,2019,RichmondNorfolk
6/9/2019,1.511930013,13716.26,28.67,2337.72,16.24,8158.62,0,0,0,Organic,2019,RichmondNorfolk
6/16/2019,1.412863594,254351.52,71393.42,50869.17,2057.65,75497.8,0,0,0,Conventional,2019,RichmondNorfolk
6/16/2019,1.540159187,16915.95,43.56,2191.71,33.39,11626.73,0,0,0,Organic,2019,RichmondNorfolk
6/23/2019,1.457452187,255817.97,67404.82,55981.94,2032.94,78425,0,0,0,Conventional,2019,RichmondNorfolk
6/23/2019,1.696127207,13392.94,29.92,2272.11,6.66,8327.15,0,0,0,Organic,2019,RichmondNorfolk
6/30/2019,1.417095065,266471.06,74140.52,58484.77,2194.41,72154.67,0,0,0,Conventional,2019,RichmondNorfolk
6/30/2019,1.85881103,13973.47,93.49,2665.31,24,8938.39,0,0,0,Organic,2019,RichmondNorfolk
7/7/2019,1.394288392,272761.33,79116.22,65878.39,2495.57,67464.89,0,0,0,Conventional,2019,RichmondNorfolk
7/7/2019,1.847502082,14932.25,50.51,2428.87,16.49,8683.3,0,0,0,Organic,2019,RichmondNorfolk
7/14/2019,1.458429711,239381.8,66880.29,53790.8,1914.96,67737.18,0,0,0,Conventional,2019,RichmondNorfolk
7/14/2019,1.974737436,12978.37,51.38,2109.75,16.49,6916.64,0,0,0,Organic,2019,RichmondNorfolk
7/21/2019,1.473398939,234291.45,63463.38,60173,1868.77,61592.24,0,0,0,Conventional,2019,RichmondNorfolk
7/21/2019,1.848222486,14796.1,55.81,1837.25,23.1,9783.68,0,0,0,Organic,2019,RichmondNorfolk
7/28/2019,1.475945432,235139.02,63541.46,56267.66,2042.03,63928.64,0,0,0,Conventional,2019,RichmondNorfolk
7/28/2019,2.112120075,11731.07,20.92,1937.57,15.4,6722.6,0,0,0,Organic,2019,RichmondNorfolk
8/4/2019,1.435676269,246571.43,63594.09,60321.01,1535.06,66588.89,0,0,0,Conventional,2019,RichmondNorfolk
8/4/2019,2.006144668,14840.28,37.12,1591.2,14.31,10312.54,0,0,0,Organic,2019,RichmondNorfolk
8/11/2019,1.372428808,249917.48,63198.07,56969.28,1812.67,67894.48,0,0,0,Conventional,2019,RichmondNorfolk
8/11/2019,2.006372664,13870.88,18.55,1534.02,19.81,9524.13,0,0,0,Organic,2019,RichmondNorfolk
8/18/2019,1.391225345,241639.33,66554.48,56004.23,1671.69,63777.43,0,0,0,Conventional,2019,RichmondNorfolk
8/18/2019,1.942636365,13015.11,72.84,1552.49,6.6,8983.8,0,0,0,Organic,2019,RichmondNorfolk
8/25/2019,1.231320438,262072.74,85558.08,63512.67,1709.78,60305.31,0,0,0,Conventional,2019,RichmondNorfolk
8/25/2019,1.9442514,12345.31,61.09,1584.44,9.9,8344.21,0,0,0,Organic,2019,RichmondNorfolk
9/1/2019,1.203853545,277303.01,75259.31,65994.06,1885.05,66828.63,0,0,0,Conventional,2019,RichmondNorfolk
9/1/2019,1.892233649,13157.23,73.06,1535.7,5.5,8865.79,0,0,0,Organic,2019,RichmondNorfolk
9/8/2019,1.208973148,275448.5,86088.64,65581.51,1656.5,56586.87,0,0,0,Conventional,2019,RichmondNorfolk
9/8/2019,1.89794344,12990.69,42.41,1522.68,4.39,8742.6,0,0,0,Organic,2019,RichmondNorfolk
9/15/2019,1.331445,234785.89,65934.56,56397.79,1461.59,52731.63,0,0,0,Conventional,2019,RichmondNorfolk
9/15/2019,1.756351629,15644.38,16.6,1426.47,6.58,11555.81,0,0,0,Organic,2019,RichmondNorfolk
9/22/2019,1.324784272,230503.37,68613.65,54101.23,1659.85,56420.03,0,0,0,Conventional,2019,RichmondNorfolk
9/22/2019,1.542285387,17569.24,32.18,1493.14,9.88,13436.55,0,0,0,Organic,2019,RichmondNorfolk
9/29/2019,1.29482054,241720.68,66352.65,60175.88,1587.73,53233.07,0,0,0,Conventional,2019,RichmondNorfolk
9/29/2019,1.652787845,14476.5,6.13,1334.87,5.48,10991.15,0,0,0,Organic,2019,RichmondNorfolk
10/6/2019,1.229237573,255407.48,67645,65278.04,1587.37,55385.98,0,0,0,Conventional,2019,RichmondNorfolk
10/6/2019,1.524448146,15509.12,35.13,1582.02,13.17,11028.31,0,0,0,Organic,2019,RichmondNorfolk
10/13/2019,1.191801261,241562.87,72419.17,55444.44,1586.48,50301.69,0,0,0,Conventional,2019,RichmondNorfolk
10/13/2019,1.623627172,13823.45,29.86,1549.89,10.98,9666.37,0,0,0,Organic,2019,RichmondNorfolk
10/20/2019,1.222984245,217169.4,60451.48,47735.04,864.63,49942.52,0,0,0,Conventional,2019,RichmondNorfolk
